Name,CAS Number,SMILES,Formula,Category,Classification 1
goserelin,65807-02-5,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,C59H84N18O14,D,Antineoplastic Agents
goserelin,65807-02-5,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,C59H84N18O14,D,Endocrine System
granisetron,109889-09-0,CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,C18H24N4O,B1,Central Nervous System
griseofulvin,126-07-8,COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,C17H17ClO6,D,Antimicrobials
guaifenesin,93-14-1,COC1=CC=CC=C1OCC(O)CO,C10H14O4,A,Respiratory System
guanethidine,55-65-2,NC(N)=NCCN1CCCCCCC1,C10H22N4,A,Cardiovascular System
halcinonide,3093-35-4,[H][C@@]12C[C@H]3OC(C)(C)O[C@@]3(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C24H32ClFO5,A,Endocrine System
haloperidol,52-86-8,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,C21H23ClFNO2,C,Central Nervous System
halothane,151-67-7,[H]C(Cl)(Br)C(F)(F)F,C2HBrClF3,A,Drugs Used in Anaesthesia
heparin,9005-49-6,nan,,C,Cardiovascular System
homatropine,87-00-3,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C,C16H21NO3,B2,Ophthalmic Drugs
hydralazine,86-54-4,NNC1=NN=CC2=CC=CC=C12,C8H8N4,C,Cardiovascular System
hydrochlorothiazide,58-93-5,NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1,C7H8ClN3O4S2,C,Cardiovascular System
hydrocortisone,50-23-7,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H30O5,A,Endocrine System
hydromorphone,466-99-9,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,C17H19NO3,C,Central Nervous System
hydroxychloroquine,118-42-3,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,C18H26ClN3O,D,Musculoskeletal System
hydroxyprogesterone,68-96-2,[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H30O3,D,Endocrine System
hydroxyzine,68-88-2,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H27ClN2O2,A,Allergy and Immune System
hyoscyamine,101-31-5,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,C17H23NO3,B2,Alimentary System
hyoscyamine,101-31-5,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,C17H23NO3,B2,Cholinergic and Anticholinergic Agents
ibandronate,114084-78-5,CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O,C9H23NO7P2,B3,Endocrine System
ibrutinib,936563-96-1,NC1=NC=NC2=C1C(=NN2[C@@H]1CCCN(C1)C(=O)C=C)C1=CC=C(OC2=CC=CC=C2)C=C1,C25H24N6O2,D,Antineoplastic Agents
ibuprofen,15687-27-1,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,C13H18O2,C,Musculoskeletal System
ibutilide,122647-31-8,CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,C20H36N2O3S,B3,Cardiovascular System
idarubicin,58957-92-9,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C1C(O)=C1C(=O)C3=CC=CC=C3C(=O)C1=C2O)C(C)=O,C26H27NO9,D,Antineoplastic Agents
idelalisib,870281-82-6,[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,C22H18FN7O,D,Antineoplastic Agents
ifosfamide,3778-73-2,ClCCNP1(=O)OCCCN1CCCl,C7H15Cl2N2O2P,D,Antineoplastic Agents
iloprost,78919-13-8,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O,C22H32O4,B3,Cardiovascular System
imatinib,152459-95-5,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,C29H31N7O,D,Antineoplastic Agents
imipramine,50-49-7,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,C19H24N2,C,Central Nervous System
imiquimod,99011-02-6,CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N,C14H16N4,B1,Drugs used in Dermatology
indacaterol,312753-06-3,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,C24H28N2O3,B3,Respiratory System
indapamide,26807-65-8,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,C16H16ClN3O3S,C,Cardiovascular System
indinavir,150378-17-9,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,C36H47N5O4,B3,Antimicrobials
infigratinib,872511-34-7,CCN1CCN(CC1)C1=CC=C(NC2=CC(=NC=N2)N(C)C(=O)NC2=C(Cl)C(OC)=CC(OC)=C2Cl)C=C1,C26H31Cl2N7O3,D,Antineoplastic Agents
iodixanol,92339-11-2,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,C35H44I6N6O15,B1,Diagnostic Agents
iomeprol,78649-41-9,CN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,C17H22I3N3O8,B3,Diagnostic Agents
iopromide,73334-07-3,COCC(=O)NC1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,C18H24I3N3O8,B2,Diagnostic Agents
ioversol,87771-40-2,OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,C18H24I3N3O9,B1,Diagnostic Agents
irbesartan,138402-11-6,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,C25H28N6O,D,Cardiovascular System
irinotecan,97682-44-5,CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12,C33H38N4O6,D,Antineoplastic Agents
isavuconazole,241479-67-4,C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,C22H17F2N5OS,D,Antimicrobials
isoconazole,27523-40-6,ClC1=CC(Cl)=C(C=C1)C(CN1C=CN=C1)OCC1=C(Cl)C=CC=C1Cl,C18H14Cl4N2O,B2,Genitourinary System
isoflurane,26675-46-7,FC(F)OC(Cl)C(F)(F)F,C3H2ClF5O,B3,Drugs Used in Anaesthesia
isoniazid,54-85-3,NNC(=O)C1=CC=NC=C1,C6H7N3O,A,Antimicrobials
isoprenaline,7683-59-2,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,C11H17NO3,A,Cardiovascular System
isoprenaline,7683-59-2,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,C11H17NO3,A,Respiratory System
isosorbide dinitrate,87-33-2,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,C6H8N2O8,B1,Cardiovascular System
isosorbide dinitrate,87-33-2,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,C6H8N2O8,B1,Cardiovascular System
isosorbide mononitrate,16051-77-7,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,C6H9NO6,B2,Cardiovascular System
isoxsuprine,395-28-8,C[C@H](COC1=CC=CC=C1)N[C@H](C)[C@@H](O)C1=CC=C(O)C=C1,C18H23NO3,C,Cardiovascular System
isradipine,75695-93-1,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,C19H21N3O5,C,Cardiovascular System
itraconazole,84625-61-6,CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,C35H38Cl2N8O4,B3,Antimicrobials
ivabradine,155974-00-8,COC1=C(OC)C=C2[C@@H](CN(C)CCCN3CCC4=CC(OC)=C(OC)C=C4CC3=O)CC2=C1,C27H36N2O5,D,Cardiovascular System
ivacaftor,873054-44-5,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,C24H28N2O3,B3,Respiratory System
ivosidenib,1448347-49-6,[H][C@@](N(C(=O)[C@]1([H])CCC(=O)N1C1=NC=CC(=C1)C#N)C1=CC(F)=CN=C1)(C(=O)NC1CC(F)(F)C1)C1=C(Cl)C=CC=C1,C28H22ClF3N6O3,D,Antineoplastic Agents
ixazomib,1072833-77-2,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O,C14H19BCl2N2O4,C,Antineoplastic Agents
kanamycin,59-01-8,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,C18H36N4O11,D,Antimicrobials
ketamine,6740-88-1,CNC1(CCCCC1=O)C1=CC=CC=C1Cl,C13H16ClNO,B3,Drugs Used in Anaesthesia
ketoconazole,65277-42-1,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,C26H28Cl2N4O4,B3,Antimicrobials
ketoprofen,22071-15-4,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1,C16H14O3,C,Musculoskeletal System
ketorolac,74103-06-3,OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1,C15H13NO3,C,Musculoskeletal System
ketotifen,34580-13-7,CN1CCC(CC1)=C1C2=C(SC=C2)C(=O)CC2=CC=CC=C12,C19H19NOS,B1,Ophthalmic Drugs
labetalol,36894-69-6,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,C19H24N2O3,C,Cardiovascular System
lacosamide,175481-36-4,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,C13H18N2O3,B3,Central Nervous System
lamivudine,134678-17-4,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,C8H11N3O3S,B3,Antimicrobials
lamotrigine,84057-84-1,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,C9H7Cl2N5,D,Central Nervous System
lanreotide,108736-35-2,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H],C54H69N11O10S2,C,Endocrine System
lansoprazole,103577-45-3,CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,C16H14F3N3O2S,B3,Alimentary System
lapatinib,231277-92-2,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,C29H26ClFN4O4S,C,Antineoplastic Agents
larotrectinib,1223403-58-4,O[C@H]1CCN(C1)C(=O)NC1=C2N=C(C=CN2N=C1)N1CCC[C@@H]1C1=C(F)C=CC(F)=C1,C21H22F2N6O2,D,Antineoplastic Agents
latanoprost,130209-82-4,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1,C26H40O5,B3,Ophthalmic Drugs
ledipasvir,1256388-51-8,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1C1=NC(=CN1)C1=CC=C2C3=CC=C(C=C3C(F)(F)C2=C1)C1=CC=C2NC(=NC2=C1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,C49H54F2N8O6,B1,Antimicrobials
leflunomide,75706-12-6,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,C12H9F3N2O2,X,Allergy and Immune System
lemborexant,1369764-02-2,CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1,C22H20F2N4O2,B3,Central Nervous System
lemborexant,1369764-02-2,CC1=NC=C(OC[C@]2(C[C@H]2C(=O)NC2=NC=C(F)C=C2)C2=CC=CC(F)=C2)C(C)=N1,C22H20F2N4O2,B3,Central Nervous System
lenalidomide,191732-72-6,NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,C13H13N3O3,X,Allergy and Immune System
lercanidipine,100427-26-7,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,C36H41N3O6,C,Cardiovascular System
lesinurad,878672-00-5,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,C17H14BrN3O2S,B1,Musculoskeletal System
letermovir,917389-32-3,COC1=CC=CC(=C1)N1CCN(CC1)C1=NC2=C(C=CC=C2F)[C@H](CC(O)=O)N1C1=CC(=CC=C1OC)C(F)(F)F,C29H28F4N4O4,B3,Antimicrobials
letrozole,112809-51-5,N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,C17H11N5,D,Antineoplastic Agents
levamisole,14769-73-4,C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1,C11H12N2S,B3,Allergy and Immune System
levetiracetam,102767-28-2,CC[C@H](N1CCCC1=O)C(N)=O,C8H14N2O2,B3,Central Nervous System
levobunolol,47141-42-4,CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O,C17H25NO3,C,Cardiovascular System
levobupivacaine,27262-47-1,CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,C18H28N2O,B3,Drugs Used in Anaesthesia
levocabastine,79516-68-0,C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,C26H29FN2O2,B3,Allergy and Immune System
levocetirizine,130018-77-8,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H25ClN2O3,B2,Allergy and Immune System
levodopa,59-92-7,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,C9H11NO4,B3,Central Nervous System
levonorgestrel,797-63-7,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C21H28O2,B3,Contraceptive Agents
lidocaine,137-58-6,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,C14H22N2O,A,Cardiovascular System
lidocaine,137-58-6,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,C14H22N2O,A,Drugs Used in Anaesthesia
lifitegrast,1025967-78-5,CS(=O)(=O)C1=CC(C[C@H](NC(=O)C2=C(Cl)C3=C(CN(CC3)C(=O)C3=CC=C4C=COC4=C3)C=C2Cl)C(O)=O)=CC=C1,C29H24Cl2N2O7S,B1,Ophthalmic Drugs
linagliptin,668270-12-0,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,C25H28N8O2,B3,Endocrine System
lincomycin,154-21-2,[H][C@]1(C[C@@H](CCC)CN1C)C(=O)N[C@H]([C@@H](C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,C18H34N2O6S,A,Antimicrobials
lindane,58-89-9,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,C6H6Cl6,B3,Drugs used in Dermatology
linezolid,165800-03-3,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,C16H20FN3O4,B3,Antimicrobials
liothyronine,03-02-6893,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,C15H12I3NO4,A,Endocrine System
lisinopril,76547-98-3,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,C21H31N3O5,D,Cardiovascular System
lomustine,13010-47-4,ClCCN(N=O)C(=O)NC1CCCCC1,C9H16ClN3O2,D,Antineoplastic Agents
loperamide,53179-11-6,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,C29H33ClN2O2,B3,Alimentary System
loracarbef,76470-66-1,N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,C16H16ClN3O4,B1,Antimicrobials
loratadine,79794-75-5,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,C22H23ClN2O2,B1,Allergy and Immune System
lorazepam,846-49-1,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,C15H10Cl2N2O2,C,Central Nervous System
lorlatinib,1454846-35-5,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,C21H19FN6O2,D,Antineoplastic Agents
losartan,114798-26-4,CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,C22H23ClN6O,D,Cardiovascular System
lumiracoxib,220991-20-8,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,C15H13ClFNO2,C,Musculoskeletal System
lurbinectedin,497871-47-3,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4NC4=CC=C(OC)C=C54)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@@]2([H])N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,C41H44N4O10S,D,Antineoplastic Agents
lypressin,50-57-7,[H]N([H])C(=O)C[C@]1([H])NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC1=O)C(=O)N1CCC[C@H]1C(=O)NC([H])(CCCCN)C(=O)NCC(N)=O,C46H65N13O12S2,B2,Endocrine System
macitentan,441798-33-0,CCCNS(=O)(=O)NC1=C(C(OCCOC2=NC=C(Br)C=N2)=NC=N1)C1=CC=C(Br)C=C1,C19H20Br2N6O4S,X,Cardiovascular System
malathion,121-75-5,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,C10H19O6PS2,B2,Drugs used in Dermatology
mannitol,69-65-8,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H14O6,B2,Cardiovascular System
maraviroc,376348-65-1,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,C29H41F2N5O,B1,Antimicrobials
mazindol,22232-71-9,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,C16H13ClN2O,B3,Metabolism
mebendazole,31431-39-7,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,C16H13N3O3,B3,Antimicrobials
mebeverine,07-06-3625,CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1,C25H35NO5,B2,Alimentary System
mefenamic acid,61-68-7,CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1,C15H15NO2,C,Musculoskeletal System
mefloquine,53230-10-7,OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,C17H16F6N2O,B3,Antimicrobials
mefruside,7195-27-9,CN(CC1(C)CCCO1)S(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,C13H19ClN2O5S2,C,Cardiovascular System
melatonin,73-31-4,COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,C13H16N2O2,B3,Central Nervous System
meloxicam,71125-38-7,CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,C14H13N3O4S2,C,Musculoskeletal System
melphalan,148-82-3,N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O,C13H18Cl2N2O2,D,Antineoplastic Agents
memantine,19982-08-2,CC12CC3CC(C)(C1)CC(N)(C3)C2,C12H21N,B2,Central Nervous System
mepivacaine,96-88-8,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,C15H22N2O,A,Drugs Used in Anaesthesia
meprobamate,57-53-4,CCCC(C)(COC(N)=O)COC(N)=O,C9H18N2O4,C,Central Nervous System
mercaptopurine,50-44-2,S=C1N=CNC2=C1NC=N2,C5H4N4S,D,Antineoplastic Agents
meropenem,96036-03-2,[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H],C17H25N3O5S,B2,Antimicrobials
mesalazine,89-57-6,NC1=CC(C(O)=O)=C(O)C=C1,C7H7NO3,C,Alimentary System
mesterolone,1424-00-6,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C[C@H](C)[C@]12C,C20H32O2,X,Endocrine System
mestranol,72-33-3,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3,C21H26O2,B3,Endocrine System
metaraminol,54-49-9,C[C@H](N)[C@H](O)C1=CC(O)=CC=C1,C9H13NO2,C,Cardiovascular System
metformin,657-24-9,CN(C)C(=N)NC(N)=N,C4H11N5,C,Endocrine System
methadone,76-99-3,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C21H27NO,C,Agents used in dependency states
methadone,76-99-3,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C21H27NO,C,Central Nervous System
methdilazine,1982-37-2,CN1CCC(CN2C3=CC=CC=C3SC3=CC=CC=C23)C1,C18H20N2S,B2,Allergy and Immune System
methenamine,100-97-0,C1N2CN3CN1CN(C2)C3,C6H12N4,A,Genitourinary System
methocarbamol,532-03-6,COC1=C(OCC(O)COC(N)=O)C=CC=C1,C11H15NO5,B2,Musculoskeletal System
methotrexate,59-05-2,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C20H22N8O5,D,Antineoplastic Agents
methoxsalen,298-81-7,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2,C12H8O4,B2,Drugs used in Dermatology
methoxyflurane,76-38-0,COC(F)(F)C(Cl)Cl,C3H4Cl2F2O,C,Drugs Used in Anaesthesia
methsuximide,77-41-8,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,C12H13NO2,D,Central Nervous System
methyclothiazide,135-07-9,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,C9H11Cl2N3O4S2,C,Cardiovascular System
methyl aminolevulinate,33320-16-0,COC(=O)CCC(=O)CN,C6H11NO3,B2,Antineoplastic Agents
methyldopa,555-30-6,C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O,C10H13NO4,A,Cardiovascular System
methylnaltrexone,916055-93-1,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,C21H26NO4,B1,Central Nervous System
methylphenidate,113-45-1,COC(=O)C(C1CCCCN1)C1=CC=CC=C1,C14H19NO2,D,Central Nervous System
methylphenobarbital,115-38-8,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,C13H14N2O3,D,Central Nervous System
methylprednisolone,83-43-2,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H30O5,A,Endocrine System
methylprednisolone aceponate,86401-95-8,[H][C@@]12CC[C@](OC(=O)CC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C27H36O7,C,Endocrine System
methyltestosterone,58-18-4,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C20H30O2,D,Endocrine System
methysergide,361-37-5,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,C21H27N3O2,C,Cardiovascular System
metoclopramide,364-62-5,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,C14H22ClN3O2,A,Central Nervous System
metolazone,17560-51-9,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,C16H16ClN3O3S,C,Cardiovascular System
metoprolol,51384-51-1,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,C15H25NO3,C,Cardiovascular System
metronidazole,443-48-1,CC1=NC=C(N1CCO)[N+]([O-])=O,C6H9N3O3,B2,Antimicrobials
